,country,ISO,region,north_south,year,population,GDP,inflation,unemployment,GDP Per Capita
753,"Tanzania, United Republic of",TZA,Africa,Global South,2020,61704518,62409709110.9538,3.29029062798326,2.77999997138977,1011.4285166436888
754,"Tanzania, United Republic of",TZA,Africa,Global South,2019,59872579,61136873692.3985,3.46428057999023,,1021.1164228018055
755,"Tanzania, United Republic of",TZA,Africa,Global South,2018,58090443,57003685911.9411,3.49445848856184,,981.2919814011592
756,Thailand,THA,Asia & Pacific,Global South,2021,71601103,505947037098.424,1.23039541318382,1.21000003814697,7066.190545953238
757,Thailand,THA,Asia & Pacific,Global South,2020,71475664,499681757030.968,-0.845937147357037,1.10000002384186,6990.935502620417
758,Thailand,THA,Asia & Pacific,Global South,2019,71307763,544081056184.697,0.70672860131428,0.720000028610229,7630.0396099187265
759,Thailand,THA,Asia & Pacific,Global South,2018,71127802,506754616189.315,1.06389754183022,0.769999980926514,7124.564543542552
760,Timor-Leste,TLS,Asia & Pacific,Global South,2021,1320942,3621222382.15929,,2.33999991416931,2741.3939311183153
761,Timor-Leste,TLS,Asia & Pacific,Global South,2020,1299995,2158392539.93697,,,1660.3083395989756
762,Timor-Leste,TLS,Asia & Pacific,Global South,2019,1280438,2028551627.60532,0.958812739703201,,1584.263843782612
763,Timor-Leste,TLS,Asia & Pacific,Global South,2018,1261845,1563887943.80061,2.29424307036244,,1239.3661216715286
764,Togo,TGO,Africa,Global South,2021,8644829,8413200567.6151,,,973.2061290761333
765,Togo,TGO,Africa,Global South,2020,8442580,7574636978.66175,1.82754038520035,,897.1945754333095
766,Togo,TGO,Africa,Global South,2019,8243094,7220395247.7424,0.685897590895539,,875.932659234797
767,Togo,TGO,Africa,Global South,2018,8046679,7112200725.00232,0.928170503538593,,883.8678323072562
768,Tonga,TON,Asia & Pacific,Global South,2021,106017,469231309.539488,5.64051140636751,2.10999989509583,4426.000637062811
769,Tonga,TON,Asia & Pacific,Global South,2020,105254,484806718.323882,-0.349737696727454,,4606.064551692876
770,Tonga,TON,Asia & Pacific,Global South,2019,104951,512057749.020644,1.17954334821804,,4879.0173416227
771,Tonga,TON,Asia & Pacific,Global South,2018,105150,488903272.859878,5.03209691984875,2.25,4649.579390013105
772,Trinidad and Tobago,TTO,South/Latin America,Global South,2021,1525663,24460196270.6866,2.05922746915452,4.44999980926514,16032.502768099246
773,Trinidad and Tobago,TTO,South/Latin America,Global South,2020,1518147,21059428851.4883,0.598986330824747,4.21000003814697,13871.79821946643
774,Trinidad and Tobago,TTO,South/Latin America,Global South,2019,1519955,23849557811.8957,1.00054293027224,3.51999998092651,15690.963095549341
775,Trinidad and Tobago,TTO,South/Latin America,Global South,2018,1504709,24322359034.7096,1.01856930188828,,16164.161332662727
776,Tunisia,TUN,Arab States,Global South,2021,12262946,46686741814.278,5.70635020830702,,3807.1391502725364
777,Tunisia,TUN,Arab States,Global South,2020,12161723,42537832456.2651,5.63415115897623,,3497.681410460105
778,Tunisia,TUN,Arab States,Global South,2019,12049314,41906113685.9324,6.72007532863804,15.1300001144409,3477.883777112324
779,Tunisia,TUN,Arab States,Global South,2018,11933041,42685972269.4473,7.3075917603165,15.460000038147,3577.1244119120433
780,Turkey,TUR,Europe,Global North,2021,84775404,819035182929.585,19.5964926913323,11.9700002670288,9661.235975113548
781,Turkey,TUR,Europe,Global North,2020,84135428,720289368333.191,12.2789574462574,13.1099996566772,8561.070947819877
782,Turkey,TUR,Europe,Global North,2019,83481684,759937390496.669,15.1768215720023,13.6700000762939,9103.043375318937
783,Turkey,TUR,Europe,Global North,2018,82809304,778471900960.981,16.3324638988929,10.8900003433228,9400.778214015432
784,Turkmenistan,TKM,Asia & Pacific,Global South,2021,6341855,,,,
785,Turkmenistan,TKM,Asia & Pacific,Global South,2020,6250438,,,,
786,Turkmenistan,TKM,Asia & Pacific,Global South,2019,6158420,45231428571.4286,,,7344.6482330579265
787,Turkmenistan,TKM,Asia & Pacific,Global South,2018,6065066,40765428571.4286,,,6721.349540372454
788,Turks and Caicos Islands ,TCA,South/Central America,Global South,2021,45114,943269800.0,,,20908.58270160039
789,Turks and Caicos Islands ,TCA,South/Central America,Global South,2020,44276,924583000.0,,,20882.261270214112
790,Turks and Caicos Islands ,TCA,South/Central America,Global South,2019,43080,1197415000.0,,,27795.148560817084
791,Turks and Caicos Islands ,TCA,South/Central America,Global South,2018,41487,1113178000.0,,,26831.97146093957
792,Tuvalu,TUV,Asia & Pacific,Global South,2021,11204,63100961.5384615,,,5632.0029934364065
793,Tuvalu,TUV,Asia & Pacific,Global South,2020,11069,55054710.6186773,,,4973.774561268164
794,Tuvalu,TUV,Asia & Pacific,Global South,2019,10956,54223149.1136601,,,4949.173887701725
795,Tuvalu,TUV,Asia & Pacific,Global South,2018,10865,47818290.4961148,,,4401.131200746875
796,Uganda,UGA,Africa,Global South,2021,45853778,40529789025.5702,2.20457204757416,12.2799997329712,883.8920323112786
797,Uganda,UGA,Africa,Global South,2020,44404611,37600368180.9399,3.31332289544493,,846.767201292224
798,Uganda,UGA,Africa,Global South,2019,42949080,35353060634.2022,2.86758803446909,,823.1389504548689
799,Uganda,UGA,Africa,Global South,2018,41515395,32927025573.4296,2.61601190952264,,793.1280811233905
800,Ukraine,UKR,Europe,Global North,2021,43792855,200085537744.354,9.36313917695229,9.82999992370605,4568.908278401899
801,Ukraine,UKR,Europe,Global North,2020,44132049,156617861448.576,2.7324920941942,9.47999954223633,3548.8463598999447
802,Ukraine,UKR,Europe,Global North,2019,44386203,153882982016.281,7.8867174561113,8.1899995803833,3466.9102472288746
803,Ukraine,UKR,Europe,Global North,2018,44622518,130891049796.879,10.9518559353179,8.80000019073486,2933.295915682728
804,United Arab Emirates,ARE,Middle east,Global South,2021,9365145,415021590683.006,,3.10999989509583,44315.55418341157
805,United Arab Emirates,ARE,Middle east,Global South,2020,9287289,349473015336.939,-2.0794031794094,4.28999996185303,37629.174168795544
806,United Arab Emirates,ARE,Middle east,Global South,2019,9211657,417989721734.494,-1.93108114782171,2.32999992370605,45376.17083815583
807,United Arab Emirates,ARE,Middle east,Global South,2018,9140169,427049432149.345,3.06863379251994,2.24000000953674,46722.268718373256
808,United Kingdom,GBR,Europe,Global North,2021,67326569,3131377762925.95,2.51837109614205,,46510.282781912596
809,United Kingdom,GBR,Europe,Global North,2020,67081000,2704609160088.15,0.98948670377243,,40318.557566049254
810,United Kingdom,GBR,Europe,Global North,2019,66836327,2857057847953.02,1.73810460086511,3.74000000953674,42747.080460495985
811,United Kingdom,GBR,Europe,Global North,2018,66460344,2878152147315.82,2.29283990345939,4.0,43306.308304931736
812,United States of America,USA,North America,Global North,2021,331893745,23315080560000.0,4.69785886363739,5.34999990463257,70248.62900022416
813,United States of America,USA,North America,Global North,2020,331501080,21060473613000.0,1.23358439630637,8.05000019073486,63530.63348390901
814,United States of America,USA,North America,Global North,2019,328329953,21380976119000.0,1.81221007526015,3.67000007629395,65120.394662865256
815,United States of America,USA,North America,Global North,2018,326838199,20533057312000.0,2.44258329692818,3.90000009536743,62823.30943819697
816,Uruguay,URY,South/Latin America,Global South,2021,3426260,59319484710.6527,7.74791402314763,9.28999996185303,17313.188348418596
817,Uruguay,URY,South/Latin America,Global South,2020,3429086,53560755046.6162,9.75640636078191,10.3299999237061,15619.542655569503
818,Uruguay,URY,South/Latin America,Global South,2019,3428409,61231149880.5857,7.88198870879622,8.72999954223633,17859.931496092122
819,Uruguay,URY,South/Latin America,Global South,2018,3427042,64515038268.1373,7.60653360377044,8.34000015258789,18825.28380689157
820,Uzbekistan,UZB,Asia & Pacific,Global South,2021,34915100,69238903106.1738,10.8492397508122,,1983.0647228899186
821,Uzbekistan,UZB,Asia & Pacific,Global South,2020,34232050,59894305352.8955,12.8677297362606,5.28999996185303,1749.6558153220592
822,Uzbekistan,UZB,Asia & Pacific,Global South,2019,33580350,59907674027.4676,14.5257359560686,8.97999954223633,1784.0098160819525
823,Uzbekistan,UZB,Asia & Pacific,Global South,2018,32956100,52633143808.1824,17.5241796514055,9.35000038146973,1597.0683366108976
824,Vanuatu,VUT,Asia & Pacific,Global South,2021,319137,956332655.718234,2.34328358208955,,2996.621061544835
825,Vanuatu,VUT,Asia & Pacific,Global South,2020,311685,896879875.195008,5.32935073101713,,2877.5201732358246
826,Vanuatu,VUT,Asia & Pacific,Global South,2019,304404,936526267.622513,2.76252019386107,5.44000005722046,3076.5898858836053
827,Vanuatu,VUT,Asia & Pacific,Global South,2018,297298,914736985.430944,2.3309637956687,,3076.8353148387946
828,Venezuela (Bolivarian Republic),VEN,South/Latin America,Global South,2021,28199867,,,,
829,Venezuela (Bolivarian Republic),VEN,South/Latin America,Global South,2020,28490453,,,7.53000020980835,
830,Venezuela (Bolivarian Republic),VEN,South/Latin America,Global South,2019,28971683,,,,
831,Venezuela (Bolivarian Republic),VEN,South/Latin America,Global South,2018,29825653,,,,
832,Viet Nam,VNM,Asia & Pacific,Global South,2021,97468029,366137590600.699,1.83471554810462,2.38000011444092,3756.4891211732515
833,Viet Nam,VNM,Asia & Pacific,Global South,2020,96648685,346615750664.384,3.22093436652514,2.09999990463257,3586.3473017184247
834,Viet Nam,VNM,Asia & Pacific,Global South,2019,95776716,334365257436.758,2.79582367452244,1.67999994754791,3491.091273548761
835,Viet Nam,VNM,Asia & Pacific,Global South,2018,94914330,310106472642.968,3.53962805942641,1.1599999666214,3267.225008520505
836,"Virgin Islands, US",VIR,Asia & Pacific,Global North,2021,105870,,,,
837,"Virgin Islands, US",VIR,Asia & Pacific,Global North,2020,106290,4204000000.0,,,39552.16859535234
838,"Virgin Islands, US",VIR,Asia & Pacific,Global North,2019,106669,4117000000.0,,,38596.03071182818
839,"Virgin Islands, US",VIR,Asia & Pacific,Global North,2018,107001,3922000000.0,,,36653.8630480089
840,Yemen,YEM,Middle east,Global South,2021,32981641,,,,
841,Yemen,YEM,Middle east,Global South,2020,32284046,,,,
842,Yemen,YEM,Middle east,Global South,2019,31546691,,,,
843,Yemen,YEM,Middle east,Global South,2018,30790513,21606161066.2074,,,701.7148777679475
844,Zambia,ZMB,Africa,Global South,2021,19473125,22147634727.3584,22.0212342935964,5.19999980926514,1137.3436326916403
845,Zambia,ZMB,Africa,Global South,2020,18927715,18110631358.3114,15.7325851421273,6.03000020980835,956.8313638657071
846,Zambia,ZMB,Africa,Global South,2019,18380477,23308667781.2258,9.15031644316299,5.53999996185303,1268.1209405624131
847,Zambia,ZMB,Africa,Global South,2018,17835893,26311590296.7021,7.49457192728511,5.03000020980835,1475.2045382141562
848,Zimbabwe,ZWE,Africa,Global South,2021,15993524,28371238665.5116,98.5461050920624,,1773.920410880779
849,Zimbabwe,ZWE,Africa,Global South,2020,15669666,21509698406.1116,557.20181736205,,1372.6966743331734
850,Zimbabwe,ZWE,Africa,Global South,2019,15354608,21832234925.5021,255.304990757856,7.36999988555908,1421.8685964175772
851,Zimbabwe,ZWE,Africa,Global South,2018,15052184,34156069918.0609,10.6188658669575,,2269.1770123233214
